ID,Occupancy,Description,Source,Damage Type,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
456,COM4,"Real Estate Office, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.16,0.34,0.65,0.8,0.82,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
457,COM4,"Real Estate Office, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.31,0.52,0.65,0.73,0.79,0.82,0.84,0.86,0.88,0.89,0.91,0.92,0.95,0.96,0.98,1,1,1,1,1,1,1,1,1
458,COM4,"Utility Company, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.85,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,COM4,"Utility Company, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.72,0.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,COM4,"Utility Company, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.75,0.76,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,COM4,"Utility Company, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.65,0.65,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,COM4,"Utility Company, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.55,0.69,0.79,0.84,0.85,0.85,0.85,0.85,0.9,0.9,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1,1,1
463,COM4,"Professional, structure, fresh water",USACE - St. Paul,Structure,0,0,0,0,0,0,0,0,0,0.05,0.12,0.17,0.2,0.21,0.22,0.22,0.23,0.25,0.27,0.31,0.35,0.39,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
464,COM4,"Boat Stalls, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.05,0.09,0.13,0.17,0.21,0.26,0.32,0.37,0.43,0.48,0.52,0.58,0.6,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,0.93,0.96
465,COM4,"Business, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.04,0.09,0.15,0.22,0.27,0.35,0.44,0.55,0.64,0.71,0.77,0.83,0.87,0.91,0.95,0.99,1,1,1,1,1,1,1,1,1
466,COM4,"Office Building, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.26,0.35,0.41,0.48,0.55,0.6,0.66,0.71,0.76,0.8,0.83,0.85,0.88,0.9,0.93,0.95,0.98,1,1,1,1,1,1,1,1
467,COM5,"Bank, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0.12,0.13,0.15,0.17,0.19,0.22,0.24,0.28,0.31,0.34,0.37,0.4,0.44,0.48,0.51,0.55,0.59,0.63,0.67,0.71,0.75,0.79
468,COM5,"Bank, Structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.43,0.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,COM5,"Bank, Structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.19,0.39,0.75,0.92,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,COM5,"Bank, tructure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.28,0.42,0.66,0.81,0.83,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
471,COM5,"Bank, Structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.16,0.34,0.65,0.8,0.82,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
472,COM5,"Bank, Structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.31,0.52,0.65,0.73,0.79,0.82,0.84,0.86,0.88,0.89,0.91,0.92,0.95,0.96,0.98,1,1,1,1,1,1,1,1,1
473,COM5,"Bank, Structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.01,0.05,0.13,0.21,0.23,0.24,0.26,0.28,0.3,0.33,0.35,0.37,0.39,0.42,0.45,0.48,0.51,0.54,0.57,0.6,0.63,0.66,0.69,0.72,0.75
474,COM6,"Hospital, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.3,0.35,0.4,0.43,0.47,0.5,0.53,0.55,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
475,COM7,"Average Medical Office, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0.02,0.11,0.12,0.13,0.14,0.16,0.17,0.18,0.2,0.22,0.24,0.27,0.3,0.34,0.37,0.41,0.44,0.48,0.51,0.54,0.56,0.59,0.61,0.64,0.66
476,COM7,"Doctor's Office, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.04,0.06,0.09,0.11,0.14,0.17,0.2,0.24,0.29,0.35,0.42,0.5,0.57,0.63,0.68,0.73,0.77,0.8,0.83,0.85,0.87,0.88
477,COM7,"Dentist's Office, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0.07,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.37,0.38,0.39,0.41,0.42,0.44,0.45,0.47,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.63,0.65
478,COM7,"Chiropractic Clinic, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0.03,0.04,0.06,0.08,0.11,0.14,0.17,0.21,0.25,0.29,0.33,0.38,0.42,0.47,0.51,0.56,0.6,0.65,0.69,0.74,0.78
479,COM7,"X-Ray Service, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.12,0.13,0.14,0.15,0.15,0.15,0.15,0.15,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31
480,COM7,"Medical Clinic, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.07,0.16,0.27,0.37,0.42,0.47,0.49,0.52,0.55,0.57,0.59,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88
481,COM7,"Doctor's Office, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.02,0.07,0.17,0.26,0.34,0.43,0.51,0.58,0.65,0.71,0.77,0.82,0.86,0.9,0.95,1,1,1,1,1,1,1,1,1,1
482,COM7,"Dentist's Office, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.02,0.05,0.09,0.16,0.25,0.36,0.5,0.66,0.78,0.82,0.84,0.85,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
483,COM7,"Medical Office, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.43,0.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484,COM7,"Medical Office, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.19,0.39,0.75,0.92,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,COM7,"Medical Office, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.28,0.42,0.66,0.81,0.83,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
486,COM7,"Medical Office, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.16,0.34,0.65,0.8,0.82,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
487,COM7,"Medical Office, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.31,0.52,0.65,0.73,0.79,0.82,0.84,0.86,0.88,0.89,0.91,0.92,0.95,0.96,0.98,1,1,1,1,1,1,1,1,1
488,COM7,"Dentist's Office, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.43,0.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,COM7,"Dentist's Office, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.19,0.39,0.75,0.92,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
490,COM7,"Dentist's Office, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.28,0.42,0.66,0.81,0.83,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
491,COM7,"Dentist's Office, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.16,0.34,0.65,0.8,0.82,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
492,COM7,"Dentist's Office, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.31,0.52,0.65,0.73,0.79,0.82,0.84,0.86,0.88,0.89,0.91,0.92,0.95,0.96,0.98,1,1,1,1,1,1,1,1,1
493,COM8,"Average Entertainment/Recreation, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0.01,0.09,0.11,0.12,0.14,0.16,0.18,0.2,0.22,0.26,0.29,0.33,0.37,0.41,0.45,0.5,0.53,0.57,0.6,0.63,0.66,0.69,0.73,0.76,0.78
494,COM8,"Fishing Party Boat, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
495,COM8,"Bowling Alley, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.11,0.15,0.19,0.23,0.27,0.31,0.35,0.39,0.44,0.49,0.53,0.53,0.61,0.65,0.69,0.73,0.77,0.81,0.85,0.89,0.93,0.97
496,COM8,"Country Club, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.07,0.08,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.21,0.24,0.28,0.33,0.38,0.44,0.5,0.57,0.64,0.71,0.78,0.85,0.92
497,COM8,"Private Golf Course, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.06,0.08,0.09,0.11,0.14,0.17,0.21,0.26,0.31,0.37,0.43,0.5,0.57,0.63,0.68,0.73,0.77,0.81,0.85,0.89,0.93,0.97
498,COM8,"Physical Fitness, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.18,0.2,0.2,0.2,0.2,0.2,0.22,0.27,0.33,0.39,0.44,0.49,0.53,0.58,0.62,0.66,0.69,0.73,0.77,0.81,0.85,0.89,0.93,0.97
499,COM8,"Private Pool, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
500,COM8,"Private Club, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.05,0.08,0.08,0.09,0.09,0.09,0.1,0.12,0.14,0.17,0.21,0.26,0.32,0.4,0.5,0.58,0.64,0.7,0.75,0.8,0.84,0.88,0.92,0.96
501,COM8,"Recreation Facilities, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.1,0.1,0.15,0.15,0.2,0.2,0.25,0.25,0.35,0.35,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
502,COM8,"Tavern, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.15,0.18,0.2,0.22,0.24,0.27,0.31,0.34,0.38,0.42,0.46,0.5,0.54,0.58,0.62,0.66,0.7,0.73,0.77,0.81,0.85,0.89,0.93,0.97
503,COM8,"Telephone Exchange, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.12,0.14,0.17,0.19,0.23,0.27,0.31,0.35,0.4,0.45,0.5,0.55,0.59,0.63,0.67,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.92,0.95
504,COM8,"Cafeteria Restaurant, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.15,0.18,0.2,0.23,0.25,0.27,0.28,0.3,0.33,0.37,0.43,0.5,0.58,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1,1
505,COM8,"Drive-In Restaurant, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.07,0.1,0.14,0.18,0.23,0.28,0.33,0.39,0.44,0.5,0.56,0.61,0.66,0.7,0.73,0.77,0.8,0.84,0.87,0.91,0.94,0.98
506,COM8,"Bowling Alley, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.46,0.75,0.92,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,COM8,"Bowling Alley, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.8,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,COM8,"Bowling Alley, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.41,0.68,0.84,0.92,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
509,COM8,"Bowling Alley, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.77,0.91,0.94,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
510,COM8,"Bowling Alley, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.26,0.54,0.68,0.83,0.88,0.95,0.97,0.98,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
511,COM8,"Fast Food Restaurant, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.46,0.75,0.92,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,COM8,"Fast Food Restaurant, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.8,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,COM8,"Fast Food Restaurant, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.41,0.68,0.84,0.92,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
514,COM8,"Fast Food Restaurant, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.77,0.91,0.94,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
515,COM8,"Fast Food Restaurant, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.26,0.54,0.68,0.83,0.88,0.95,0.97,0.98,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
516,COM8,"Full-Service Restaurant, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.46,0.75,0.92,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,COM8,"Full-Service Restaurant, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.8,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,COM8,"Full-Service Restaurant, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.41,0.68,0.84,0.92,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
519,COM8,"Full-Service Restaurant, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.77,0.91,0.94,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
520,COM8,"Full-Service Restaurant, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.26,0.54,0.68,0.83,0.88,0.95,0.97,0.98,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
521,COM8,"Lounge, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.46,0.75,0.92,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,COM8,"Lounge, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.8,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
523,COM8,"Lounge, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.41,0.68,0.84,0.92,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
524,COM8,"Lounge, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.77,0.91,0.94,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
525,COM8,"Lounge, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.26,0.54,0.68,0.83,0.88,0.95,0.97,0.98,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
526,COM8,"Recreation, structure, fresh water",USACE - St. Paul,Structure,0,0,0,0,0,0,0,0,0,0.05,0.12,0.17,0.2,0.21,0.22,0.22,0.23,0.25,0.27,0.31,0.35,0.39,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
527,COM8,"Bowling Alley, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.24,0.3,0.33,0.35,0.39,0.46,0.55,0.62,0.68,0.72,0.75,0.79,0.81,0.83,0.85,0.87,0.89,0.91,0.93,0.95,0.97,0.99,1,1,1
528,COM8,"Private Club, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.06,0.19,0.33,0.44,0.49,0.53,0.57,0.61,0.66,0.7,0.74,0.78,0.83,0.87,0.91,0.95,0.99,1,1,1,1,1,1,1,1
529,COM8,"T.V. Station, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.03,0.06,0.09,0.11,0.14,0.17,0.2,0.23,0.27,0.3,0.34,0.37,0.41,0.44,0.47,0.5,0.53,0.56,0.59,0.62,0.65,0.68,0.71,0.74,0.77
530,COM8,"Tavern, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.03,0.13,0.46,0.63,0.67,0.68,0.69,0.7,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88
531,COM8,"Restaurant, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.08,0.2,0.32,0.43,0.52,0.59,0.66,0.73,0.79,0.83,0.86,0.89,0.93,0.96,0.97,0.98,0.99,1,1,1,1,1,1,1,1
532,COM9,"Average theatre, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.05,0.05,0.05,0.06,0.08,0.1,0.12,0.15,0.2,0.24,0.29,0.35,0.42,0.49,0.56,0.62,0.68,0.74,0.8,0.86,0.92,0.98
533,COM9,"Private Hall, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.05,0.05,0.05,0.06,0.08,0.09,0.11,0.14,0.18,0.22,0.28,0.34,0.42,0.5,0.58,0.64,0.7,0.76,0.82,0.88,0.94,1
534,COM9,"Indoor Theater, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.04,0.04,0.04,0.05,0.07,0.1,0.13,0.16,0.21,0.25,0.3,0.36,0.41,0.47,0.53,0.6,0.66,0.72,0.78,0.84,0.9,0.96
535,COM9,"Movie Theater, structure, salt water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.46,0.75,0.92,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
536,COM9,"Movie Theater, structure, salt water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.8,0.96,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
537,COM9,"Movie Theater, structure, fresh water, long duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.41,0.68,0.84,0.92,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
538,COM9,"Movie Theater, structure, fresh water, short duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.77,0.91,0.94,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
539,COM9,"Movie Theater, structure, composite water & duration",USACE - New Orleans,Structure,0,0,0,0,0,0,0,0,0,0,0.26,0.54,0.68,0.83,0.88,0.95,0.97,0.98,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
540,COM9,"Organization Hall, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.02,0.03,0.06,0.11,0.18,0.23,0.3,0.36,0.43,0.5,0.57,0.63,0.7,0.76,0.82,0.88,0.94,1,1,1,1,1,1,1,1
541,COM9,"Theater, Structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.02,0.08,0.16,0.21,0.22,0.23,0.24,0.25,0.25,0.25,0.25,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
542,COM9,"Drive-In Theater, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.06,0.09,0.13,0.17,0.21,0.24,0.28,0.32,0.35,0.39,0.42,0.45,0.48,0.51,0.54,0.57,0.6,0.63,0.66,0.69,0.72
543,COM10,"Garage, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.06,0.07,0.08,0.1,0.13,0.17,0.21,0.25,0.3,0.35,0.41,0.47,0.52,0.58,0.65,0.71,0.76,0.81,0.86,0.91,0.96,1
544,COM10,"Garage, structure",USACE - Wilmington,Structure,0,0,0,0,0,0,0,0,0,0.03,0.07,0.12,0.17,0.2,0.24,0.28,0.32,0.37,0.41,0.46,0.51,0.55,0.59,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1,1
545,IND1,"Average heavy industrial, Structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0.01,0.1,0.12,0.15,0.19,0.22,0.26,0.3,0.35,0.39,0.42,0.48,0.5,0.51,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.57,0.57,0.58,0.58
546,IND1,"Boiler Building, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.05,0.08,0.12,0.16,0.21,0.26,0.32,0.38,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
547,IND1,"Cabinet Shop Mfg, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.2,0.22,0.24,0.26,0.28,0.3,0.35,0.4,0.43,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
548,IND1,"Concrete Mfg, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
549,IND1,"Door Mfg, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.14,0.22,0.26,0.29,0.32,0.33,0.34,0.35,0.35,0.35,0.35,0.41,0.43,0.45,0.47,0.49,0.51,0.53,0.53,0.53,0.53,0.53,0.53,0.53
550,IND1,"Fabrication Shop, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
551,IND1,"Heat Exchanger Mfg, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.14
552,IND1,"Lumber Mill, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.08,0.1,0.13,0.15,0.18,0.2,0.23,0.25,0.28,0.3,0.33,0.35,0.38,0.4,0.43,0.45,0.48,0.5,0.53,0.55,0.58,0.6
553,IND1,"Heavy Machine Shop, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.03,0.05,0.08,0.12,0.16,0.21,0.26,0.32,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
554,IND1,"Metal Coatings Services, structure",USACE - Galveston,Structure,0,0,0,0,0,0,0,0,0,0,0.18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3
